query,domain,intent
"Sexual harassment forced late meetings.",WOMEN,SEXUAL_HARASSMENT
"Can an employer be punished for ignoring sexual harassment complaints?",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment case legal action in India.",WOMEN,SEXUAL_HARASSMENT
"Office sexual harassment ka case kaise kare?",WOMEN,SEXUAL_HARASSMENT
"My husband has abandoned me and refuses to provide any financial maintenance for me and our children.",WOMEN,MAINTENANCE
"Can I legally claim monthly maintenance from my estranged husband who refuses to support us?",WOMEN,MAINTENANCE
"Pati kharcha nahi de raha aur mujhe aur bachho ko chhod diya hai.",WOMEN,MAINTENANCE
"My husband is not paying maintenance after separation and I have no source of income.",WOMEN,MAINTENANCE
"I filed for divorce and want to know how to claim interim maintenance from my husband.",WOMEN,MAINTENANCE
"Maintenance claim and spousal support dispute.",WOMEN,MAINTENANCE
"Pati maintenance nahi de raha kharcha kaise chalega?",WOMEN,MAINTENANCE
"How to file a maintenance case against husband in India?",WOMEN,MAINTENANCE
"My husband has stopped sending money for household expenses and children's school fees.",WOMEN,MAINTENANCE
"Child and spousal maintenance grievance.",WOMEN,MAINTENANCE
"Bachho ka kharcha aur maintenance nahi de raha pati.",WOMEN,MAINTENANCE
"Can a wife claim maintenance if she is living separately due to domestic violence?",WOMEN,MAINTENANCE
"My husband earns a high salary but pays zero maintenance to me.",WOMEN,MAINTENANCE
"High income husband non-maintenance report.",WOMEN,MAINTENANCE
"Pati kamata hai par maintenance nahi deta.",WOMEN,MAINTENANCE
"Maintenance legal help.",WOMEN,MAINTENANCE
"My estranged husband is delaying court proceedings to avoid paying maintenance.",WOMEN,MAINTENANCE
"Maintenance delay court dispute.",WOMEN,MAINTENANCE
"Maintenance ka case lamba khich raha hai.",WOMEN,MAINTENANCE
"Maintenance claim procedure.",WOMEN,MAINTENANCE
"Pati kharcha nahi de raha court me case kaise kare?",WOMEN,MAINTENANCE
"Maintenance legal advice.",WOMEN,MAINTENANCE
"My husband has deserted me without financial support and I need maintenance.",WOMEN,MAINTENANCE
"Desertion and maintenance claim.",WOMEN,MAINTENANCE
"Bina kharcha diye chhod diya pati ne.",WOMEN,MAINTENANCE
"Maintenance petition filing process.",WOMEN,MAINTENANCE
"What are the criteria for calculating maintenance amount in India?",WOMEN,MAINTENANCE
"Maintenance kitna mil sakta hai kaise decide hota hai?",WOMEN,MAINTENANCE
"My husband refuses to pay maintenance despite court orders.",WOMEN,MAINTENANCE
"Violation of court maintenance order dispute.",WOMEN,MAINTENANCE
"Court ke order ke baad bhi maintenance nahi de raha.",WOMEN,MAINTENANCE
"Can a working wife claim maintenance from her husband?",WOMEN,MAINTENANCE
"Maintenance case legal action.",WOMEN,MAINTENANCE
"Maintenance lene ke liye kya karna padega?",WOMEN,MAINTENANCE
